0,0,0,0,0,0
-6.04E-05,0.000239394,0.000159092,7.596421,2.068286,0.2106209
-0.001088998,0.002264467,0.001041864,47.78105,15.48055,1.348015
-0.006924655,0.007336168,0.003615172,-2.142828,23.31535,4.71848
-0.008833332,0.006536296,-0.00030968,-125.1335,-0.2756176,-0.8832243
-0.000597155,0.00086232,2.33E-05,9.65261,4.457052,-0.01081184
-0.01000482,0.007794139,0.000389174,-123.9196,3.837012,0.04412284
-0.002622779,0.005747675,0.000552651,128.1651,40.42544,0.5298284
-0.006325991,0.009167319,0.003536541,105.2641,47.54713,4.580631
-0.004316477,0.01513355,0.006933547,456.3184,127.042,9.361593
-0.001392628,0.003540323,0.000544204,89.26703,26.65855,0.6130724
-0.002995838,0.00657167,0.001196125,146.6891,46.24073,1.401638
-0.008915243,0.01015118,0.000330911,28.71956,37.5701,-0.07892071
-0.005600169,0.006827366,-0.001055556,36.95282,28.40103,-1.854982
-0.01007495,0.0119107,0.00401717,52.21529,47.13857,5.145383
-0.003497629,0.006445975,0.001084806,117.8595,40.93902,1.235746
-0.005718171,0.009260036,0.004409749,137.4899,53.33679,5.830873
-0.01098836,0.009723622,0.003256768,-84.45239,16.59082,4.081341
-0.009101301,0.01283199,1.78E-06,136.3617,64.68953,-0.6377566
-0.003895631,0.005221578,0.000835776,45.94702,24.7661,0.9083645
-0.000315217,0.000483332,4.51E-05,6.314708,2.651884,0.03875782
-0.00243879,0.003992151,0.000356044,60.17553,23.20225,0.309143
-0.002464764,0.01174484,0.005401435,396.3154,105.5103,7.244365
-0.003203595,0.002865358,3.04E-05,-24.66025,5.17193,-0.1347773
-0.002409932,0.005100782,0.000630574,109.8729,35.2239,0.6628107
-0.005368098,0.007253098,0.003935389,66.31226,34.73719,5.200945
-0.001980761,0.005263837,0.000771267,136.9874,40.34884,0.8666523
-0.006126803,0.01441523,0.000286057,341.2251,105.0865,-0.19596
-0.004818101,0.007376037,0.002508329,97.06269,40.39581,3.19056
-0.009623945,0.01071569,-0.001102088,20.90488,37.99498,-2.172026
-0.008469142,0.01038283,-0.00068193,59.30528,43.57577,-1.524154
-0.006794668,0.01142257,-0.001348932,181.4975,67.90257,-2.462445
-0.001922689,0.002321245,-0.000195432,11.36289,9.507178,-0.3963804
-0.002990678,0.004112142,0.001235245,39.66111,20.10958,1.520957
-0.001213843,0.004646372,0.002373805,145.8607,39.82809,3.140272
-0.004456783,0.00493947,0.001641243,7.541265,17.32496,2.034096
-0.000114271,0.000888387,0.000143193,33.36802,8.54847,0.1682575
-0.001322944,0.004731494,0.001360558,144.4603,39.87816,1.721343
-0.004921071,0.006017957,0.002138401,33.05202,25.12859,2.697362
-0.0087156,0.01076693,-0.000334279,64.65502,45.71911,-1.045353
-0.01055238,0.009575539,0.001503569,-71.14866,18.47469,1.577199
